SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,1,786,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,1,1116,651,Active,September-11-2021 02:30 PM,September-11-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,1688 Pine St Unit W404,San Francisco,CA,94109,799000,1,1.0,San Francisco,694,35482,2016,2,1151,689,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W404/home/109079509,San Francisco MLS,421591931,N,Y,37.789363121,-122.4233618
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,2,999,315,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Single Family Residential,209 South Hill Blvd,San Francisco,CA,94112,1098000,2,1.0,San Francisco,1364,4499,1927,16,805,,Active,,,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421579021,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,16,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.781718,-122.439434
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,2.0,San Francisco,1030,15195,1964,28,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1920,3746,1912,34,936,,Active,September-9-2021 05:00 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,42,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,775000,2,1.0,San Francisco,975,3828,1900,128,795,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
Redfin Data,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1134,,1988,8,793,600,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,Coming Soon,76070,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,60 Ora Way Unit H308,San Francisco,CA,94131,446673,2,1.0,San Francisco,913,6813,1975,1,489,727,Active,,,http://www.redfin.com/CA/San-Francisco/60-Ora-Way-94131/unit-H308/home/1355015,San Francisco MLS,421588505,N,Y,37.7410286,-122.4380095
MLS Listing,,Single Family Residential,5705 Diamond Heights Blvd,San Francisco,CA,94131,2795000,4,3.0,San Francisco,2507,3219,1968,1,1115,,Active,September-11-2021 12:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/5705-Diamond-Heights-Blvd-94131/home/1380894,San Francisco MLS,421592416,N,Y,37.7384617,-122.4397569
MLS Listing,,Multi-Family (2-4 Unit),10 Reno Pl,San Francisco,CA,94133,6995000,7,8.0,San Francisco,,1629,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/10-Reno-Pl-94133/unit-5/home/1187588,San Francisco MLS,421590872,N,Y,37.7998628,-122.4054505
MLS Listing,,Single Family Residential,101 Upper Terrace Way,San Francisco,CA,94117,5285000,4,4.0,San Francisco,3160,3898,1947,1,1672,,Active,September-14-2021 12:00 PM,September-14-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/101-Upper-Ter-94117/home/670208,San Francisco MLS,421585962,N,Y,37.7650786,-122.4435169
MLS Listing,,Multi-Family (2-4 Unit),528 - 530A Noe St,San Francisco,CA,94114,3400000,4,2.0,San Francisco,2500,3171,1900,1,1360,,Active,,,http://www.redfin.com/CA/San-Francisco/528-Noe-St-94114/home/1352258,San Francisco MLS,421589570,N,Y,37.7603997,-122.4330914
MLS Listing,,Condo/Co-op,200 Brannan St #434,San Francisco,CA,94107,3395000,2,3.0,San Francisco,1831,,2004,1,1854,941,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-434/home/1870703,San Francisco MLS,421592400,N,Y,37.7837501,-122.3908424
MLS Listing,,Condo/Co-op,1150 Sacramento St #303,San Francisco,CA,94108,3295000,2,2.0,San Francisco,1868,14843,1989,1,1764,2627,Active,,,http://www.redfin.com/CA/San-Francisco/1150-Sacramento-St-94108/unit-303/home/546735,San Francisco MLS,421592184,N,Y,37.7929469,-122.4118142
MLS Listing,,Single Family Residential,2815 Pacific Ave,San Francisco,CA,94115,10500000,5,5.5,San Francisco,5000,4350,1926,1,2100,,Active,,,http://www.redfin.com/CA/San-Francisco/2815-Pacific-Ave-94115/home/1716537,San Francisco MLS,421592000,N,Y,37.792283,-122.4416401
MLS Listing,,Condo/Co-op,338 Potrero Ave #506,San Francisco,CA,94103,695000,1,1.0,San Francisco,659,11250,2016,1,1055,634,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-506/home/144063904,San Francisco MLS,421592068,N,Y,37.7651556,-122.4077002
MLS Listing,,Condo/Co-op,301 Mission St Unit 9D,San Francisco,CA,94105,750000,1,1.0,San Francisco,678,,2009,1,1106,1535,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-9D/home/40142356,San Francisco MLS,421591864,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,21 Westwood Dr,San Francisco,CA,94112,1925000,4,4.0,San Francisco,2648,3558,1920,1,727,12,Active,September-9-2021 05:30 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/21-Westwood-Dr-94112/home/698494,San Francisco MLS,421589855,N,Y,37.7257158,-122.4589093
MLS Listing,,Single Family Residential,4745 18th St,San Francisco,CA,94114,1895000,2,2.0,San Francisco,1600,2822,1887,1,1184,,Active,,,http://www.redfin.com/CA/San-Francisco/4745-18th-St-94114/home/1813652,San Francisco MLS,421590920,N,Y,37.7597489,-122.4439638
MLS Listing,,Condo/Co-op,1277 Union St,San Francisco,CA,94109,1750000,3,2.0,San Francisco,1655,,1911,1,1057,450,Active,September-10-2021 04:00 PM,September-10-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1277-Union-St-94109/home/12402508,San Francisco MLS,421589913,N,Y,37.7988953,-122.4201915
MLS Listing,,Condo/Co-op,586 41st Ave,San Francisco,CA,94121,1095000,3,2.0,San Francisco,1045,2495,1941,1,1048,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/586-41st-Ave-94121/home/1515938,San Francisco MLS,421588306,N,Y,37.777709,-122.5016134
MLS Listing,,Condo/Co-op,255 Berry St #710,San Francisco,CA,94158,2900000,3,2.5,San Francisco,2293,42959,2004,1,1265,1114,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-710/home/1737852,San Francisco MLS,421588062,N,Y,37.7743869,-122.3947812
MLS Listing,,Condo/Co-op,1932 Fell St,San Francisco,CA,94117,499000,0,1.0,San Francisco,,6875,1905,1,,369,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1932-Fell-St-94117/unit-11/home/1530461,San Francisco MLS,421575151,N,Y,37.7727316,-122.4498877
MLS Listing,,Condo/Co-op,2002 3rd St #213,San Francisco,CA,94107,1198000,2,2.0,San Francisco,1354,16636,2002,1,885,690,Active,September-11-2021 12:00 PM,September-11-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-213/home/12398036,San Francisco MLS,421589812,N,Y,37.763914,-122.3891164
MLS Listing,,Single Family Residential,1370 Quesada Ave,San Francisco,CA,94124,699000,4,2.0,Bayview,1211,2495,1955,1,577,,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Quesada-Ave-94124/home/1855969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966168,N,Y,37.730039,-122.3851958
MLS Listing,,Townhouse,2924 Fillmore St,San Francisco,CA,94123,2895000,4,4.0,SFO - San Francisco,3106,2622,1910,1,932,,Active,,,http://www.redfin.com/CA/San-Francisco/2924-Fillmore-St-94123/home/1538789,CRMLS,OC21198039,N,Y,37.7965823,-122.4351135
MLS Listing,,Condo/Co-op,214 Cole St,San Francisco,CA,94117,995000,2,1.0,San Francisco,1190,2652,1910,1,836,,Active,September-12-2021 03:00 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/214-Cole-St-94117/home/167263368,San Francisco MLS,421592379,N,Y,37.7731022,-122.4507077
MLS Listing,,Condo/Co-op,770 Francisco St,San Francisco,CA,94133,1250000,2,1.0,San Francisco,1031,,1900,1,1212,523,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/770-Francisco-St-94133/home/1570495,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966146,N,Y,37.8043889,-122.4178433
MLS Listing,,Condo/Co-op,950 Tennessee St #127,San Francisco,CA,94107,1782000,3,2.0,San Francisco,1440,,2020,1,1238,764,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-127/home/176334106,San Francisco MLS,421592329,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #218,San Francisco,CA,94107,1748000,2,2.0,San Francisco,1334,,2020,1,1310,738,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-218/home/176334105,San Francisco MLS,421592316,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #114,San Francisco,CA,94107,645000,0,1.0,San Francisco,472,,2020,1,1367,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-114/home/170136803,San Francisco MLS,421592315,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #317,San Francisco,CA,94107,633000,0,1.0,San Francisco,432,,2020,1,1465,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-317/home/169789925,San Francisco MLS,421592310,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,950 Tennessee St #224,San Francisco,CA,94107,1169000,1,1.0,San Francisco,885,,2020,1,1321,577,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-224/home/172486409,San Francisco MLS,421592300,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,3010 Franklin St #4,San Francisco,CA,94123,999000,2,1.0,San Francisco,950,3795,1922,1,1052,433,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3010-Franklin-St-94123/unit-4/home/12353793,San Francisco MLS,421592087,N,Y,37.8023368,-122.4262777
MLS Listing,,Condo/Co-op,2001 Mcallister St #206,San Francisco,CA,94118,1149000,2,2.0,San Francisco,989,98109,2002,1,1162,828,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-206/home/12398683,San Francisco MLS,421588106,N,Y,37.776448,-122.4460603
MLS Listing,,Single Family Residential,99 Hillcrest Ct,San Francisco,CA,94127,995000,3,2.0,San Francisco,1294,3484,1959,1,769,,Active,,,http://www.redfin.com/CA/San-Francisco/99-Hillcrest-Ct-94127/home/688114,San Francisco MLS,421592077,N,Y,37.7366461,-122.4531595
MLS Listing,,Multi-Family (2-4 Unit),1955 Page St,San Francisco,CA,94117,2288000,9,1.0,San Francisco,4665,3436,1900,1,490,,Active,,,http://www.redfin.com/CA/San-Francisco/1955-Page-St-94117/home/1716963,San Francisco MLS,421592249,N,Y,37.7699141,-122.4529304
MLS Listing,,Condo/Co-op,201 Harrison St #416,San Francisco,CA,94105,825000,1,1.0,San Francisco,719,38449,1991,1,1147,720,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-416/home/1993488,San Francisco MLS,421592235,N,Y,37.7874798,-122.3905769
MLS Listing,,Single Family Residential,3108 Franklin St,San Francisco,CA,94123,3698000,3,3.5,San Francisco,2395,3097,1922,1,1544,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/3108-Franklin-St-94123/home/1876812,San Francisco MLS,421592042,N,Y,37.8032725,-122.4263057
MLS Listing,,Condo/Co-op,175 Red Rock Way Unit 208K,San Francisco,CA,94131,599000,0,1.0,San Francisco,592,7021,1972,1,1012,516,Active,September-9-2021 05:30 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/175-Red-Rock-Way-94131/unit-208K/home/841215,San Francisco MLS,421591867,N,Y,37.745807,-122.442069
MLS Listing,,Single Family Residential,458 2nd Ave,San Francisco,CA,94118,1780000,4,2.0,San Francisco,1780,3000,1930,1,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/458-2nd-Ave-94118/home/1155088,San Francisco MLS,421587129,N,Y,37.7800624,-122.4596723
MLS Listing,,Single Family Residential,323 21st Ave,San Francisco,CA,94121,2695000,5,4.0,San Francisco,2660,3000,1913,1,1013,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/323-21st-Ave-94121/home/1959510,San Francisco MLS,421592233,N,Y,37.7817289,-122.4807999
MLS Listing,,Multi-Family (5+ Unit),1200 Jackson St,San Francisco,CA,94109,6695000,0,,San Francisco,12693,4611,1908,1,527,,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Jackson-St-94109/home/1845530,San Francisco MLS,421592228,N,Y,37.795085,-122.4151203
MLS Listing,,Single Family Residential,55 Retiro Way,San Francisco,CA,94123,3890000,6,3.0,San Francisco,3050,2874,1927,1,1275,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/55-Retiro-Way-94123/home/1995472,San Francisco MLS,421592230,N,Y,37.8050525,-122.4383163
MLS Listing,,Single Family Residential,201 Berkeley Way,San Francisco,CA,94131,2495000,4,2.5,San Francisco,2037,3898,1975,1,1225,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/201-Berkeley-Way-94131/home/1186707,San Francisco MLS,421590027,N,Y,37.7402018,-122.4396684
MLS Listing,,Condo/Co-op,508 Linden St #3,San Francisco,CA,94102,1395000,2,2.0,San Francisco,1150,1800,2001,1,1213,300,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/508-Linden-St-94102/unit-3/home/1880922,San Francisco MLS,421592219,N,Y,37.7761204,-122.4264897
MLS Listing,,Condo/Co-op,150 Page St #310,San Francisco,CA,94102,599000,1,,San Francisco,552,7200,1929,1,1085,494,Active,September-8-2021 05:30 PM,September-8-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/150-Page-St-94102/unit-310/home/1699789,San Francisco MLS,421587892,N,Y,37.7741226,-122.423436
MLS Listing,,Single Family Residential,1674 35 th Ave,San Francisco,CA,94122,1968000,4,3.0,Sunset,2300,3000,1946,1,856,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1674-35th-Ave-94122/home/637000,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966094,N,Y,37.7558494,-122.4935342
MLS Listing,,Condo/Co-op,1950 Gough St #307,San Francisco,CA,94109,850000,1,1.0,San Francisco,650,8284,1926,1,1308,517,Active,,,http://www.redfin.com/CA/San-Francisco/1950-Gough-St-94109/unit-307/home/1903424,BAREIS,421592185,N,Y,37.7915672,-122.425711
MLS Listing,,Condo/Co-op,2500 Steiner St #6,San Francisco,CA,94115,15500000,4,3.5,San Francisco,3500,,,1,4429,,Active,,,http://www.redfin.com/CA/San-Francisco/2500-Steiner-St-94115/unit-6/home/12401022,San Francisco MLS,421592057,N,Y,37.7924686,-122.4361061
MLS Listing,,Condo/Co-op,147 Fair Oaks St,San Francisco,CA,94110,795000,1,1.0,San Francisco,,3590,1900,1,,450,Active,September-11-2021 01:00 PM,September-11-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/147-Fair-Oaks-St-94110/home/148062127,San Francisco MLS,421590711,N,Y,37.754359,-122.4241091
MLS Listing,,Single Family Residential,143 Athens St,San Francisco,CA,94112,995000,3,2.0,San Francisco,,1873,1950,1,,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/143-Athens-St-94112/home/1735766,San Francisco MLS,421585453,N,Y,37.725577,-122.4253364
MLS Listing,,Single Family Residential,196 Ewing Ter,San Francisco,CA,94118,2595000,4,2.5,San Francisco,3320,4094,1940,1,782,,Active,September-11-2021 10:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/196-Ewing-Ter-94118/home/1297203,San Francisco MLS,421592081,N,Y,37.7806168,-122.4490782
MLS Listing,,Multi-Family (5+ Unit),384 - 388 Capp St,San Francisco,CA,94110,2700000,0,,San Francisco,7200,4042,1907,1,375,,Active,,,http://www.redfin.com/CA/San-Francisco/384-Capp-St-94110/home/1726522,San Francisco MLS,421592133,N,Y,37.7605792,-122.4184598
MLS Listing,,Condo/Co-op,280 Spear St Unit 29B,San Francisco,CA,94105,1345000,1,1.0,San Francisco,797,47916,,1,1688,1119,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-29B/home/176330203,San Francisco MLS,421592129,N,Y,37.7904356,-122.3918209
MLS Listing,,Condo/Co-op,4121 Cesar Chavez St #6,San Francisco,CA,94131,2285000,3,2.5,San Francisco,1894,5700,2008,1,1206,933,Active,,,http://www.redfin.com/CA/San-Francisco/4121-Cesar-Chavez-94131/unit-6/home/1440189,San Francisco MLS,421592089,N,Y,37.7471197,-122.4320692
MLS Listing,,Condo/Co-op,31 Camp St Unit A,San Francisco,CA,94110,1100000,2,1.0,San Francisco,955,3449,1909,1,1152,290,Active,,,http://www.redfin.com/CA/San-Francisco/31-Camp-St-94110/unit-A/home/12353486,San Francisco MLS,421590192,N,Y,37.763764,-122.423323
MLS Listing,,Single Family Residential,368 Vallejo St,San Francisco,CA,94133,1195000,1,1.5,San Francisco,902,657,1906,1,1325,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/368-Vallejo-St-94133/home/1391818,San Francisco MLS,421592123,N,Y,37.7993471,-122.4035318
MLS Listing,,Multi-Family (2-4 Unit),925 Burnett Ave,San Francisco,CA,94131,2898000,7,5.0,San Francisco,3842,2635,1971,1,754,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/925-Burnett-Ave-94131/unit-3/home/679414,San Francisco MLS,421589818,N,Y,37.7482666,-122.4447997
MLS Listing,,Condo/Co-op,678 6th Ave,San Francisco,CA,94118,1195000,2,1.5,San Francisco,1200,3000,1908,1,996,228,Active,,,http://www.redfin.com/CA/San-Francisco/678-6th-Ave-94118/home/21966318,San Francisco MLS,421589931,N,Y,37.7757968,-122.4636748
MLS Listing,,Condo/Co-op,1203 Noe St,San Francisco,CA,94114,995000,2,1.0,San Francisco,1015,1218,1907,1,980,300,Active,September-9-2021 05:30 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1203-Noe-St-94114/home/28935783,San Francisco MLS,421572160,N,Y,37.7497032,-122.4315814
MLS Listing,,Multi-Family (5+ Unit),2433 Polk St,San Francisco,CA,94109,4900000,0,,San Francisco,5883,2527,1912,1,833,,Active,,,http://www.redfin.com/CA/San-Francisco/2433-Polk-St-94109/home/1586973,San Francisco MLS,421592080,N,Y,37.7991723,-122.422755
MLS Listing,,Condo/Co-op,50 Lansing St #111,San Francisco,CA,94105,799000,1,1.5,San Francisco,677,20082,2006,1,1180,783,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-111/home/22885855,San Francisco MLS,421592088,N,Y,37.786127,-122.3942141
